2025-10-25 01:58:44 | SUCCESS  | 📄 Logger inicializado correctamente.
2025-10-25 04:04:05 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:07 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:12 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:12 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:04:12 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:04:14 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:19 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:21 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:26 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:28 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:33 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:35 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:40 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:42 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:47 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:49 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:04:54 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:04:56 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:01 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:03 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:08 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:10 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:15 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:15 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:05:15 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:05:17 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:22 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:24 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:29 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:31 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:36 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:38 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:43 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:45 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:50 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:52 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:05:57 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:05:59 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:04 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:06 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:11 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:13 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:18 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:18 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:06:18 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:06:20 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:25 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:27 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:32 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:34 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:39 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:41 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:46 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:48 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:06:53 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:06:55 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:00 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:02 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:07 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:09 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:14 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:16 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:21 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:21 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:07:21 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:07:23 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:28 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:30 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:35 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:37 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:42 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:44 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:49 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:51 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:07:56 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:07:58 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:03 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:05 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:10 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:12 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:17 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:19 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:24 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:24 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:08:24 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:08:26 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:31 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:33 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:38 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:40 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:45 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:47 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:52 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:08:54 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:08:59 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:01 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:06 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:08 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:13 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:15 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:20 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:22 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:27 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:27 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:09:27 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:09:29 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:34 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:36 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:41 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:43 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:48 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:50 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:09:55 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:09:58 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:03 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:05 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:10 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:12 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:17 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:19 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:24 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:26 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:31 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:31 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:10:31 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:10:33 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:38 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:10:40 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:10:40 | ERROR    | ❌ Error en chat(): maximum recursion depth exceeded
2025-10-25 04:10:40 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:10:40 | WARNING  | ❌ LAN no disponible: maximum recursion depth exceeded
2025-10-25 04:10:55 | WARNING  | ❌ WAN no disponible: maximum recursion depth exceeded
2025-10-25 04:10:55 | ERROR    | ❌ No hay servidores Ollama disponibles
2025-10-25 04:10:55 | WARNING  | Ollama error: maximum recursion depth exceeded — retrying model warm-up...
2025-10-25 04:10:58 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 04:10:58 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 04:10:58 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:03 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:05 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:10 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:12 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:17 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:19 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:24 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:26 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:31 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:33 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:38 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:40 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:45 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 04:11:47 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 04:11:52 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
